"","round","sumadopt","sd","name","tau"
"452",52,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"453",53,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"454",54,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"455",55,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"456",56,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"457",57,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"458",58,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"459",59,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"460",60,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"461",61,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"462",62,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"463",63,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"464",64,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"465",65,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"466",66,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"467",67,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"468",68,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"469",69,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"470",70,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"471",71,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"472",72,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"473",73,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"474",74,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"475",75,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"476",76,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"477",77,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"478",78,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"479",79,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"480",80,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"481",81,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"482",82,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"483",83,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"484",84,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"485",85,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"486",86,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"487",87,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"488",88,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"489",89,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"490",90,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"491",91,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"492",92,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"493",93,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"494",94,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"495",95,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"496",96,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"497",97,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"498",98,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"499",99,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
"500",100,52.1,7.3546522073385,"Heterogeneity of thresholds",".40"
